,Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating
47, on 04/20/16 22:45 PM (PDT),Lime99 ,2016 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Wouldn't Get Another One," Got stuck in a lease with one of these, I immediately regretted it. BMW must be paying for positive reviews, because it' not that stellar of a vehicle. The car has stylish looks, has many bells and whistles, and is fun to drive in Sport mode, but that's about it - everything else is like driving a typical 4-cylinder, kind of boring and sluggish. The worst part about the X1 is the interior comfort and design. The front seats are the worst I've ever seen, they have ZERO padding, way too firm like sitting on a park bench, they're also too narrow and high. The leather is very grippy and not smooth, tugs your shirt. The steering wheel obstructs the dashboard, you can't get a clear view of the entire instrumentation through the top hole of the steering wheel. The controls for the screen and navigation are horrible and feel 20 years old. Selecting single letters or digits to input an address into the nav? Forget it. It's also unsafe having to look down at the control wheel and buttons instead of up. I would not describe the whole system as intuitive at all. Outside temp only visible to the driver, no digital speedometer, annoying. The on-wheel radio controls are not the easiest to set up or navigate. The whole cabin instrumentation is just overcomplicated, and kind of Frankensteined with new and old. The screen looks like it should descend, but it doesn't, it's kind of unsightly like it's tacked on. MPG is so-so unless you drive in Eco mode which turns engine off at stops. Overall very disappointed with the X1. It looks like a BMW on the outside, but it isn't on the inside.",3
48, on 04/08/16 07:08 AM (PDT),sea2see ,2016 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),"Nice car, but dealership is worthless"," I purchased my X1 new off the showroom floor and when leaving found a ding on the dash and a light was missing in the door.  Once home I noticed the front grill was missing.  I was told my BMW had navigation that talks, but it didn't.  I was told it had blind spot monitoring, but it didn't, this car has a serious blind spot.  The dealer wrote a ""We Owe"" to fix the dash.  Trying to get BMW to do anything is like pulling teeth.  2 months later ding is still there and no light.  Their response is, it's coming from Germany and we have to get approval.  Just make sure your X1 is in perfect condition when you leave, because it will never get fixed.  Sad to say this will be my last BMW because of the service I've received.  UPDATE:  Finally after contacting Better Business Bureau, Fields BMW replaced the dash and the light in the door.  It was also missing the front grill cover and they replaced it too.  This was a nightmare getting it done and I had to contact: BBB, BMW and every social media available.  It took me over 100 phone calls, most of which didn't get returned, to get the car in new condition.  After dash was replaced I traded it for a new Lexus ES350 that I love; mainly because I hated Fields BMW and didn't want to return and they own both BMW dealerships near me. UPDATE: I love my Lexus and only miss my BMW headlights.",3
49, on 04/07/16 16:42 PM (PDT),Michele Mcdonough ,2016 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Zippy new BMW X1," Sporty, fun to drive X1. Roomy ""trunk"" area.",5
50, on 03/28/16 15:29 PM (PDT),Gary ,2016 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),"Great value, and ROOMY! Beautiful vehicle!"," This is the new ""Handsome car"" I tell my mother. She just purchased this vehicle and took the title of ""handsome car"" from my father's Mercedes. I don't even really know what to say about this car. Everything is perfect, and when I drove it the thing felt sportier than my RSX-S. Quicker too!",5
51, on 03/25/16 08:23 AM (PDT),Sondra Hamelin ,2016 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Terrific car!," We had 3 2-seater cars and wanted something small but classy.  After looking at several, saw this one and fell in love.  It is everything that comes with the BMW name - great ride, wonderful exceleration, and just a pleasure to drive.  Yes, it's a bit pricey, but worth every penny.  Since we already own 2 other BMW's, we were aware that the maintenance cost would be at the high end.  But we'll still be driving this car when all the others are razor blades!",5
52, on 03/24/16 11:34 AM (PDT),M. McReynolds ,2016 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Xceptional!," 3500 miles in and 5 stars in all aspects.  Based on my experience, it lives up to BMW's billing...best in class performance, fuel economy and cargo.  I evaluated other comparable models (Lexus NX, Acura RDX, Mercedes GLA, and Audi Q3) and chose the BMW X1.  Car and Driver rating 4.5 out of 5.It's roomier on the inside than it appears from the outside.  For both rows of seats, it actually has more head and leg room than the current BMW X3.  I highly recommend the optional sliding 2nd row seat to gain flexibility for passengers versus cargo.Well-engineered and easy to use information technology (iDrive, bluetooth, Navigation, etc.).  I didn't spec the safety technologies, so I can't comment on them.Give it a try - you won't be disappointed!",5
53, on 02/28/16 12:51 PM (PST),Roy Simpson ,2016 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Just not a good value," Ok small SUV, but noisy on the freeway,  some cheap bits in the interior and harsh ride. Dealers are not willing to move of MSRP much and it's just not worth the purchase price. Poor value for the money.",3
54, on 02/16/16 08:11 AM (PST),AB ,2016 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),"Great car, options expensive", ,4
55, on 02/11/16 08:12 AM (PST),L. Taylor ,2016 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),carish suv," Roomy, comfortable, well appointed, and fun to drive.  If you're looking for a small suv, X1 could fit the bill.",4
56, on 01/30/16 13:18 PM (PST),Barb ,2016 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),At Last my love has come along!!," I traded in a 320  2013, I absolutely loved my car! but it was time up for lease. So I decided to buy the x1..... great choice. love this suv!! looks awesome. drives awesome. love the wheels. Love everything about it. gas mileage is as great as my 320. and I can tell you I didn't know what a gas pump looked like!! I was never at one the gas was so good. they changed the x1 this year and made an awesome SUV would highly recommend  this car.",5
57, on 01/26/16 10:38 AM (PST),Eric N ,2016 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),"So far, so good"," I'm a new owner (bought a month ago), and have been pleased with the car so far in 1800 miles of driving. Admittedly, my previous car was a Scion, so any car in this range would have been a big step up. But I really enjoy the performance of the X1 - lots of extra power so that I can pass on the highway going uphill (I drive to Tahoe regularly). The traction works well in the snow so far. And it gets surprisingly good fuel efficiency - I mostly drive on the highway, and get 29-30 mpg on average. And I love the parking sensors - the rear-view camera, and the sonar to know when I'm getting close to obstacles while parking, are essential for parking in close quarters. The lumbar support is key as well on the long drives that I do. The controls (turn signals, windshield wipers, etc) are a bit funky and different than most cars so they take some time to learn, but I like the console control for the screen. And the Bluetooth integration with my phone works great for both playing audio and taking phone calls. So far, so good!",5
58, on 01/19/16 18:59 PM (PST),John Gibson ,2016 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),We love our 2016 BMW X1 / Chestnut Bronze Metallic," This is our first BMW, but after a test drive and seeing all the features, we were sold. It drives great, tight and solid, everything in the car seems high quality. Our dealer spent hours explaining the long list of features and options. Our dealer made it a great buying experience.The CAR DETAILS below are wrong but I can't edit them. It's too soon to know it's reliability, but I expect it will be great. Our zip code is 36784, south west Alabama.Well, after 2 years we still love it. No problems, except the tires. Run flat tires are awful and did not last long.",5
59, on 01/12/16 14:37 PM (PST),Char ,2016 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),I continue to love it even more!, I had an older series 328.   I decided to make the break and trade it in on the X1.   I am so glad I did!  I love the car!  Fun to drive and handles like the  sporty car!,5
60, on 06/16/18 05:22 AM (PDT),Zac ,2015 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Lives up to it’s vibe, It truly is the ultimate driving machine. That is the number one thing that hits and soothes you behind the wheel. No other car drives or feels like this car does. It does not matter if you want the performance or the pure luxury. It delivers both.,5
61, on 06/01/18 12:45 PM (PDT),rerowe ,2015 BMW X1 SUV sDrive28i 4dr SUV (2.0L 4cyl Turbo 8A),Another fun BMW," This car is great to drive! Great acceleration, great handling.  Easy to get in and out of. Does everything well.  My only disappointments are minor. For the amount paid for this vehicle, it's surprising that it did not come with power seats. The other thing that I notice is that the longer I have the vehicle, the worse my gas mileage gets.  Since I have had no mechanical issues with the car, I don't know what would affect the gas mileage.  I would expect gas mileage to get better over time, not worse (that' been my experience with my other BMW's - 2 3 series, 2 5 series. Overall, I would definitely recommend this vehicle.",4
62, on 03/27/18 09:57 AM (PDT),Peter ,2015 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),Rock solid," For the right price, the X1 is a great car to own and drive",4
63, on 01/09/18 16:03 PM (PST),Arthur Caughey ,2015 BMW X1 SUV sDrive28i 4dr SUV (2.0L 4cyl Turbo 8A),Good second car," A fun little car with really good performance, responsive, ride is very stiff when on long hauls.",3
64, on 02/15/17 09:58 AM (PST),Tony C ,2015 BMW X1 SUV sDrive28i 4dr SUV (2.0L 4cyl Turbo 8A),VW TDI Sport-Wagon Replacement, Good VW TDI Sport-Wagon Replacement,3
65, on 08/31/16 14:59 PM (PDT),bdmccarthy ,2015 BMW X1 SUV xDrive28i 4dr SUV AWD (2.0L 4cyl Turbo 8A),"My $600 phone is easy to use $39,000 car is not"," The car handles well and really shines on a 2 lane highway. Lags between 0-5 mph which is mildly annoying but otherwise is OK. I like the gas mileage and it is comfortable in the driver's seat. The problems: 1. Navigation - slow to acquire satellites and then 5 minutes later will alter your route based on traffic, this is sometimes too late to take a better route. My phone is much better. Also, if you decide to go a different route the system will keep trying to reroute you back to the original rather than recalculating. Once I went 70 miles and passed into the upper in Michigan before it recalculated. I was recently sent a notice that I could upgrade to current maps for $59 annually. This is pretty funny. 2. The bluetooth phone works OK, but it takes a minute or two to reload the phonebook from my phone each time. Why? Again my phone is better. At least the car bluetooth will pick up the call after I have made it on my phone. 3. Hands free control - you can speak controls but you have to know the exact sequence of words, for example for an address, you can't easily search for anything else, this is not really useful. Bottom line is that BMW should hire some Samsung or Apple engineers. Not sure I would buy again but would consider if they caught up with Fords on technology front.",2
